job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
Cloud Engineer,9,Diploma,19,Education,Startup,Remote,Yes,1,130383
Data Scientist,14,PhD,17,Media,Startup,Netherlands,Yes,2,166388
Product Manager,0,High School,4,Telecom,Large,India,Yes,4,74014
Frontend Developer,5,Bachelor,11,Telecom,Medium,Remote,Yes,0,98948
Data Scientist,11,High School,6,Media,Medium,Singapore,No,5,135635
Cloud Engineer,19,PhD,16,Finance,Medium,Germany,No,5,201618
Backend Developer,2,High School,17,Manufacturing,Small,Netherlands,Yes,2,98762
DevOps Engineer,18,PhD,18,Manufacturing,Small,USA,Yes,5,231995
AI Engineer,8,Diploma,15,Technology,Enterprise,Germany,Yes,2,202379
Frontend Developer,5,PhD,17,Government,Enterprise,Canada,Yes,5,205951
AI Engineer,0,PhD,15,Consulting,Medium,Netherlands,Hybrid,5,154927
Product Manager,12,PhD,11,Media,Small,UK,Yes,4,193289
Product Manager,1,Diploma,6,Technology,Medium,Netherlands,Hybrid,0,107960
Data Analyst,7,Bachelor,13,Education,Small,Canada,Hybrid,4,119365
AI Engineer,16,Diploma,6,Finance,Enterprise,Netherlands,Yes,2,203007
Cloud Engineer,11,Master,4,Telecom,Large,Singapore,Hybrid,2,167782
Frontend Developer,14,Master,2,Telecom,Large,Australia,No,1,146826
AI Engineer,14,Master,15,Education,Startup,Sweden,Yes,2,172880
Business Analyst,15,Master,12,Consulting,Startup,Sweden,Yes,5,121941
Cloud Engineer,6,Master,13,Healthcare,Medium,Canada,Hybrid,3,171975
DevOps Engineer,18,High School,2,Education,Small,Germany,No,3,140177
Software Engineer,19,Bachelor,16,Telecom,Small,USA,No,4,186562
Cybersecurity Analyst,8,PhD,13,Education,Enterprise,Netherlands,Hybrid,3,185078
Backend Developer,20,PhD,3,Manufacturing,Large,Remote,No,3,178649
Cybersecurity Analyst,6,PhD,14,Manufacturing,Large,Germany,No,4,182480
Software Engineer,13,Diploma,4,Media,Small,India,Hybrid,4,79372
Backend Developer,0,Diploma,10,Telecom,Enterprise,Germany,Hybrid,5,121331
Frontend Developer,13,High School,2,Education,Large,Remote,No,2,120530
Backend Developer,16,Bachelor,13,Telecom,Enterprise,UK,No,0,187390
Data Analyst,19,High School,5,Telecom,Large,Singapore,No,1,127899
Software Engineer,10,Bachelor,18,Retail,Medium,Germany,Yes,5,164757
Data Scientist,12,High School,16,Retail,Startup,India,No,5,86501
DevOps Engineer,7,PhD,14,Finance,Large,Canada,Hybrid,1,200338
Backend Developer,7,PhD,17,Finance,Enterprise,USA,Yes,2,231822
Cloud Engineer,15,PhD,11,Retail,Large,Australia,Yes,3,187449
DevOps Engineer,20,Master,13,Education,Medium,Canada,Hybrid,5,210385
Machine Learning Engineer,5,Master,3,Government,Enterprise,UK,Hybrid,0,192290
DevOps Engineer,18,Diploma,1,Telecom,Enterprise,USA,Yes,3,229559
Software Engineer,17,Diploma,3,Government,Large,Australia,Yes,4,150804
Data Scientist,9,Diploma,9,Consulting,Medium,Australia,Yes,3,124669
Data Scientist,8,Master,12,Finance,Small,Singapore,Yes,1,142429
DevOps Engineer,8,High School,18,Media,Small,India,Hybrid,5,80842
DevOps Engineer,18,Bachelor,8,Telecom,Large,USA,Hybrid,3,215004
Data Scientist,10,High School,6,Technology,Medium,USA,Yes,1,156992
Cybersecurity Analyst,18,Bachelor,13,Government,Enterprise,USA,Yes,0,248701
Machine Learning Engineer,0,High School,9,Education,Small,Canada,Hybrid,4,136478
Backend Developer,14,Bachelor,7,Consulting,Medium,Canada,Yes,3,177282
Machine Learning Engineer,14,Diploma,18,Media,Medium,India,No,5,115046
DevOps Engineer,8,High School,9,Government,Startup,Canada,Yes,1,128839
Data Scientist,12,Bachelor,15,Manufacturing,Small,Singapore,No,3,135207
Machine Learning Engineer,15,Bachelor,4,Finance,Startup,Germany,Yes,2,160053
AI Engineer,20,PhD,12,Media,Enterprise,India,Yes,5,181938
Frontend Developer,5,Diploma,16,Education,Large,Remote,No,4,119018
Backend Developer,8,Master,18,Government,Startup,Netherlands,Yes,5,134456
Backend Developer,3,PhD,4,Education,Small,Netherlands,Yes,5,118590
Data Scientist,17,Master,17,Government,Startup,Netherlands,No,3,159039
Data Scientist,10,Diploma,2,Healthcare,Startup,Netherlands,Yes,0,115880
DevOps Engineer,15,High School,11,Technology,Enterprise,Remote,Yes,4,176626
Frontend Developer,7,Bachelor,2,Government,Enterprise,Netherlands,Hybrid,5,119086
Data Scientist,11,Bachelor,12,Consulting,Enterprise,Australia,No,3,162011
DevOps Engineer,12,PhD,15,Telecom,Small,Netherlands,Yes,2,162782
Machine Learning Engineer,17,Bachelor,2,Media,Large,Canada,No,2,210229
Business Analyst,6,PhD,10,Healthcare,Startup,USA,No,1,140424
Business Analyst,2,Master,11,Government,Large,UK,Hybrid,0,121959
DevOps Engineer,10,Diploma,9,Media,Large,Sweden,Yes,1,147480
AI Engineer,20,PhD,18,Retail,Enterprise,Canada,Hybrid,1,296446
Cybersecurity Analyst,14,Master,14,Healthcare,Small,Singapore,Yes,4,162312
DevOps Engineer,11,High School,8,Education,Enterprise,Netherlands,No,2,152656
Backend Developer,4,High School,5,Retail,Startup,Remote,Yes,1,93310
Data Analyst,18,PhD,18,Healthcare,Small,Sweden,Yes,2,155838
Cloud Engineer,19,Bachelor,10,Media,Large,India,Hybrid,1,115198
Data Scientist,17,Diploma,4,Education,Small,India,Hybrid,5,87437
Frontend Developer,20,High School,8,Consulting,Enterprise,Sweden,No,1,153374
AI Engineer,5,Bachelor,11,Consulting,Startup,Canada,Hybrid,5,164660
Business Analyst,10,Master,4,Education,Large,USA,No,0,162614
Business Analyst,18,Bachelor,12,Finance,Startup,USA,No,0,145896
Backend Developer,20,Master,13,Finance,Startup,USA,Yes,4,193662
Cybersecurity Analyst,1,PhD,2,Education,Small,UK,Hybrid,0,130380
Cybersecurity Analyst,14,Diploma,4,Education,Small,Germany,No,3,136914
Machine Learning Engineer,12,High School,8,Healthcare,Medium,Canada,No,4,165162
Frontend Developer,6,Bachelor,18,Media,Enterprise,Netherlands,Yes,3,136949
Data Analyst,5,Bachelor,19,Manufacturing,Large,Germany,No,2,121967
Business Analyst,2,PhD,3,Healthcare,Enterprise,India,Yes,2,83996
Data Scientist,2,Master,6,Government,Small,India,Hybrid,3,80154
Backend Developer,20,PhD,5,Telecom,Small,Canada,No,1,186298
Machine Learning Engineer,1,High School,10,Government,Small,Netherlands,Hybrid,2,107248
Business Analyst,15,PhD,7,Finance,Startup,UK,No,3,144107
Cloud Engineer,13,Master,13,Consulting,Medium,Sweden,Hybrid,0,148291
Cloud Engineer,19,High School,19,Retail,Enterprise,USA,Hybrid,3,243792
Frontend Developer,20,Master,14,Technology,Medium,Remote,Hybrid,3,155958
DevOps Engineer,8,High School,18,Telecom,Large,Sweden,Hybrid,4,141447
Machine Learning Engineer,12,Diploma,13,Education,Medium,Remote,Hybrid,4,167019
Frontend Developer,2,Master,11,Technology,Medium,India,No,3,78741
Machine Learning Engineer,1,High School,15,Finance,Enterprise,India,No,5,105291
Data Analyst,17,High School,3,Retail,Medium,Australia,Hybrid,4,110730
Data Analyst,20,PhD,16,Manufacturing,Enterprise,Australia,Hybrid,2,195493
DevOps Engineer,5,Master,8,Media,Medium,Netherlands,No,3,131492
Frontend Developer,20,High School,3,Government,Large,Sweden,Yes,2,136128
Backend Developer,4,High School,2,Telecom,Large,USA,Hybrid,3,132141
Cloud Engineer,15,PhD,2,Technology,Large,Netherlands,No,3,183994
Machine Learning Engineer,2,PhD,12,Government,Small,Singapore,Yes,0,131380
Cybersecurity Analyst,20,Master,9,Consulting,Medium,Germany,Yes,1,184197
AI Engineer,8,Bachelor,17,Consulting,Startup,Netherlands,No,3,147345
Product Manager,17,Diploma,13,Technology,Startup,Singapore,Yes,1,144259
Product Manager,14,Diploma,9,Manufacturing,Enterprise,Remote,Hybrid,2,176139
Business Analyst,2,Bachelor,8,Finance,Large,Sweden,No,0,90267
Product Manager,14,Diploma,11,Consulting,Startup,Sweden,No,3,131750
Product Manager,16,High School,7,Healthcare,Medium,Remote,Hybrid,1,150652
Product Manager,7,Bachelor,9,Consulting,Small,Sweden,Yes,1,131050
AI Engineer,7,Master,4,Education,Medium,Canada,No,4,185941
Backend Developer,4,Bachelor,10,Telecom,Large,Netherlands,Yes,3,123920
DevOps Engineer,15,Master,19,Consulting,Medium,USA,No,5,213526
Cybersecurity Analyst,1,High School,10,Finance,Large,USA,Yes,1,146233
Software Engineer,19,PhD,1,Government,Startup,USA,No,3,192304
DevOps Engineer,14,PhD,9,Government,Enterprise,Singapore,Yes,3,198939
Product Manager,11,High School,1,Consulting,Medium,Australia,Hybrid,3,133803
Software Engineer,1,Diploma,16,Media,Medium,USA,No,3,139101
Cloud Engineer,10,Diploma,11,Technology,Large,Singapore,Yes,2,141286
Data Scientist,9,Diploma,6,Consulting,Large,UK,Hybrid,4,157285
Data Scientist,9,High School,16,Media,Startup,Singapore,No,0,111069
Data Scientist,0,Diploma,11,Telecom,Small,Netherlands,Hybrid,0,91140
AI Engineer,12,Bachelor,9,Government,Small,Singapore,No,5,158891
Backend Developer,12,PhD,10,Telecom,Startup,USA,Hybrid,2,171461
Frontend Developer,6,Bachelor,14,Education,Enterprise,Sweden,No,1,132458
Backend Developer,6,Diploma,1,Education,Enterprise,UK,No,5,152725
Business Analyst,14,Diploma,9,Manufacturing,Large,India,No,3,85486
Business Analyst,18,Bachelor,15,Retail,Large,Remote,Hybrid,2,143654
Data Analyst,7,Master,4,Healthcare,Enterprise,USA,No,1,167689
Cybersecurity Analyst,0,Diploma,16,Healthcare,Enterprise,UK,Hybrid,3,154517
Machine Learning Engineer,2,PhD,11,Education,Medium,USA,Hybrid,1,193701
DevOps Engineer,18,High School,14,Education,Enterprise,Remote,No,5,183202
Data Analyst,8,Diploma,4,Manufacturing,Startup,USA,Hybrid,2,105387
Machine Learning Engineer,11,PhD,17,Telecom,Enterprise,UK,Hybrid,5,246645
Frontend Developer,8,Bachelor,9,Healthcare,Enterprise,Netherlands,Yes,0,130378
Data Scientist,5,Master,4,Media,Small,Australia,No,5,118389
Business Analyst,7,High School,18,Consulting,Large,Singapore,No,3,107013
Frontend Developer,19,PhD,15,Education,Medium,Sweden,Hybrid,0,171702
AI Engineer,2,Diploma,16,Healthcare,Small,Australia,Yes,5,153438
Data Scientist,12,Bachelor,11,Education,Startup,Germany,Yes,3,139224
Data Scientist,12,High School,3,Telecom,Enterprise,Netherlands,Hybrid,0,132887
Machine Learning Engineer,3,High School,16,Healthcare,Startup,UK,Yes,3,134796
Cloud Engineer,5,Bachelor,5,Telecom,Medium,Germany,Yes,5,148866
Frontend Developer,6,Master,16,Manufacturing,Startup,Netherlands,No,5,103246
Data Scientist,15,High School,9,Government,Medium,Germany,Yes,4,152528
Business Analyst,10,High School,16,Education,Enterprise,Remote,Hybrid,0,118605
Business Analyst,1,Master,13,Education,Medium,Singapore,No,4,100166
Cybersecurity Analyst,15,Diploma,5,Finance,Medium,Singapore,No,2,133401
Data Scientist,17,Bachelor,10,Healthcare,Startup,Singapore,Hybrid,2,135807
Data Scientist,6,Bachelor,15,Retail,Medium,Remote,No,3,131029
Cybersecurity Analyst,1,Master,7,Retail,Medium,Germany,Hybrid,3,129755
Cloud Engineer,0,Bachelor,3,Finance,Large,Netherlands,Hybrid,2,114683
AI Engineer,9,High School,15,Retail,Medium,Netherlands,Hybrid,2,149894
Software Engineer,5,PhD,9,Telecom,Enterprise,Sweden,Hybrid,1,156542
Product Manager,10,Diploma,11,Telecom,Startup,UK,Hybrid,4,146420
Backend Developer,18,High School,15,Media,Small,UK,Hybrid,4,157815
Business Analyst,1,High School,2,Government,Medium,Australia,Hybrid,1,67561
Machine Learning Engineer,2,Diploma,14,Healthcare,Large,Netherlands,No,3,136429
Cloud Engineer,17,Master,6,Technology,Large,Canada,No,4,207068
Data Analyst,4,Diploma,10,Healthcare,Startup,Remote,No,4,77140
Frontend Developer,14,Master,11,Media,Small,Sweden,Hybrid,5,138701
Backend Developer,20,PhD,18,Government,Small,Sweden,Hybrid,5,174263
Cloud Engineer,12,High School,5,Finance,Large,Remote,Hybrid,3,142566
AI Engineer,13,PhD,13,Healthcare,Large,Australia,Yes,5,214321
Data Analyst,20,Master,15,Telecom,Enterprise,UK,Hybrid,5,204235
DevOps Engineer,3,PhD,5,Retail,Medium,Canada,No,0,156717
Product Manager,13,Diploma,2,Manufacturing,Startup,Germany,Yes,0,137418
AI Engineer,10,Diploma,1,Telecom,Large,USA,Hybrid,5,213431
Business Analyst,4,PhD,13,Consulting,Small,Australia,Yes,0,101452
Machine Learning Engineer,6,Bachelor,14,Education,Startup,Remote,Yes,0,119481
Product Manager,5,High School,10,Manufacturing,Enterprise,USA,No,3,192395
Backend Developer,10,Bachelor,5,Finance,Enterprise,Remote,No,2,148128
Business Analyst,0,Diploma,13,Media,Startup,Australia,Yes,3,89691
AI Engineer,8,PhD,8,Telecom,Startup,Sweden,Yes,1,158999
Backend Developer,7,Master,1,Consulting,Large,Canada,Hybrid,0,155501
Backend Developer,14,Diploma,9,Finance,Medium,Sweden,No,4,117928
DevOps Engineer,8,Bachelor,2,Media,Startup,USA,No,5,138051
Data Analyst,18,Diploma,15,Telecom,Startup,Germany,No,2,121018
Backend Developer,8,PhD,4,Education,Enterprise,India,No,1,111449
Business Analyst,5,PhD,2,Education,Large,Sweden,Hybrid,3,110503
Business Analyst,20,Diploma,8,Technology,Enterprise,India,Yes,2,118967
Data Scientist,8,PhD,17,Retail,Large,UK,Hybrid,4,190603
Backend Developer,7,Diploma,12,Healthcare,Medium,Sweden,No,4,114440
DevOps Engineer,12,Master,3,Manufacturing,Small,Germany,No,3,147608
Software Engineer,15,High School,7,Education,Medium,Canada,No,5,170788
Machine Learning Engineer,11,Bachelor,13,Media,Enterprise,Sweden,Hybrid,3,183269
Software Engineer,18,PhD,6,Government,Medium,Germany,Yes,4,183677
Backend Developer,7,High School,6,Government,Large,Germany,No,5,136481
Product Manager,20,Bachelor,18,Consulting,Medium,UK,Hybrid,4,193728
Data Scientist,0,Diploma,19,Education,Startup,Sweden,No,5,100817
Backend Developer,2,PhD,14,Healthcare,Enterprise,India,Yes,0,104794
Software Engineer,5,Master,4,Consulting,Large,Sweden,Hybrid,4,138007
Cloud Engineer,5,High School,3,Finance,Small,Sweden,Hybrid,0,97222
Product Manager,8,Master,19,Consulting,Startup,Australia,Hybrid,0,133362
Machine Learning Engineer,11,Bachelor,14,Consulting,Large,Sweden,Hybrid,3,170225
Data Analyst,6,Bachelor,7,Telecom,Startup,Netherlands,Hybrid,3,81849
Frontend Developer,12,High School,6,Government,Medium,UK,Yes,5,122860
Machine Learning Engineer,2,Master,16,Technology,Small,Germany,Hybrid,1,146232
Frontend Developer,3,High School,1,Education,Enterprise,Singapore,No,5,110876
Frontend Developer,16,High School,15,Finance,Medium,India,No,3,81851
Cybersecurity Analyst,13,Master,2,Government,Startup,Netherlands,Yes,1,126381
Frontend Developer,17,Bachelor,1,Finance,Medium,Singapore,No,1,132037
Machine Learning Engineer,14,Master,2,Education,Medium,Remote,Yes,0,163623
Business Analyst,0,Master,4,Finance,Startup,USA,No,0,96939
AI Engineer,3,High School,9,Retail,Startup,Remote,No,4,127474
Cybersecurity Analyst,14,PhD,9,Retail,Startup,Sweden,Hybrid,3,139606
Machine Learning Engineer,14,PhD,15,Telecom,Large,India,No,2,144905
Data Scientist,0,Master,8,Technology,Medium,Germany,Yes,0,133474
Machine Learning Engineer,17,Diploma,12,Consulting,Startup,USA,Hybrid,3,185785
AI Engineer,17,Bachelor,16,Retail,Large,India,No,1,141721
Software Engineer,3,Diploma,17,Healthcare,Enterprise,USA,No,0,166934
Data Scientist,5,Bachelor,19,Finance,Enterprise,India,No,3,105430
Cloud Engineer,3,Diploma,9,Technology,Large,UK,Hybrid,4,149381
Machine Learning Engineer,1,Diploma,10,Manufacturing,Enterprise,UK,Hybrid,5,173371
Cloud Engineer,6,Bachelor,13,Consulting,Large,Canada,Yes,2,171522
Business Analyst,0,PhD,2,Manufacturing,Large,Australia,No,4,111208
AI Engineer,2,Diploma,8,Consulting,Medium,Singapore,No,1,124290
AI Engineer,7,Bachelor,17,Telecom,Large,Canada,Hybrid,4,216592
Backend Developer,14,High School,7,Healthcare,Small,Netherlands,Yes,2,115526
Cloud Engineer,4,High School,9,Healthcare,Large,Canada,No,4,150808
Cybersecurity Analyst,19,Diploma,1,Media,Small,Remote,No,1,131219
Business Analyst,18,High School,8,Consulting,Large,Canada,Hybrid,0,146069
DevOps Engineer,10,Bachelor,2,Telecom,Startup,Netherlands,No,1,107855
Cybersecurity Analyst,1,PhD,4,Media,Medium,Singapore,Yes,4,129989
AI Engineer,16,Bachelor,13,Technology,Large,Netherlands,Yes,3,199814
Data Analyst,18,PhD,19,Manufacturing,Enterprise,USA,Yes,2,248864
Machine Learning Engineer,20,Diploma,13,Technology,Enterprise,USA,No,5,268540
Cloud Engineer,2,PhD,14,Manufacturing,Large,Netherlands,Hybrid,2,152333
Data Analyst,7,Master,4,Education,Medium,Netherlands,Yes,4,115563
DevOps Engineer,16,High School,5,Consulting,Startup,Sweden,Hybrid,5,134170
AI Engineer,1,High School,5,Telecom,Medium,Netherlands,Hybrid,1,123539
Business Analyst,19,Bachelor,1,Manufacturing,Enterprise,Canada,Yes,5,184588
DevOps Engineer,20,PhD,10,Consulting,Enterprise,India,Yes,5,149994
Software Engineer,3,PhD,17,Education,Startup,USA,Hybrid,2,151198
Data Analyst,9,Diploma,2,Media,Small,Remote,Hybrid,1,81966
AI Engineer,20,PhD,1,Media,Enterprise,Sweden,Hybrid,4,240426
Data Scientist,4,PhD,2,Government,Enterprise,Netherlands,Hybrid,0,145183
Backend Developer,11,High School,5,Healthcare,Enterprise,USA,No,5,190943
Product Manager,3,PhD,12,Technology,Small,USA,No,1,173090
Machine Learning Engineer,2,PhD,6,Finance,Enterprise,Germany,Yes,3,191979
Business Analyst,19,Diploma,3,Government,Medium,Germany,No,2,132876
Data Analyst,20,Master,8,Technology,Large,USA,Yes,0,197887
Frontend Developer,12,Diploma,17,Finance,Medium,Remote,Hybrid,1,127250
Data Scientist,4,Bachelor,4,Manufacturing,Enterprise,Sweden,No,0,129226
Frontend Developer,14,High School,16,Technology,Enterprise,Germany,No,5,161175
AI Engineer,8,High School,14,Consulting,Startup,Sweden,No,0,122478
Software Engineer,15,Master,7,Consulting,Startup,Sweden,Hybrid,0,128347
Backend Developer,15,Master,13,Manufacturing,Enterprise,Singapore,No,0,169087
Cloud Engineer,9,Diploma,1,Retail,Small,Singapore,Yes,0,116678
Frontend Developer,15,Master,12,Government,Startup,USA,Hybrid,1,166636
AI Engineer,4,PhD,2,Technology,Enterprise,Netherlands,No,2,189514
Cloud Engineer,9,PhD,8,Healthcare,Enterprise,Remote,No,4,182798
Business Analyst,4,Diploma,2,Retail,Medium,India,No,3,48130
AI Engineer,12,Bachelor,12,Education,Large,Canada,No,2,205545
AI Engineer,17,Master,2,Government,Large,Remote,Hybrid,5,204202
Backend Developer,4,Diploma,6,Technology,Medium,Australia,Hybrid,1,103749
Data Analyst,19,Master,15,Finance,Medium,UK,Hybrid,0,159984
Product Manager,0,Diploma,3,Manufacturing,Medium,India,No,5,75918
Backend Developer,1,Master,15,Healthcare,Enterprise,USA,Hybrid,4,180363
Data Analyst,9,High School,18,Telecom,Large,USA,Hybrid,1,130833
Frontend Developer,19,Diploma,14,Government,Medium,Remote,Yes,3,141146
Cloud Engineer,5,Master,10,Consulting,Startup,Germany,Yes,0,141390
Backend Developer,20,Bachelor,10,Government,Enterprise,Remote,Yes,1,189246
Frontend Developer,20,PhD,5,Consulting,Enterprise,Australia,Hybrid,2,183636
Backend Developer,10,PhD,6,Consulting,Enterprise,India,No,2,116117
Cloud Engineer,2,Master,12,Manufacturing,Medium,Remote,Yes,3,136979
Data Scientist,5,Diploma,14,Healthcare,Large,UK,Hybrid,5,159658
Backend Developer,13,PhD,5,Government,Startup,Remote,Hybrid,3,125281
Software Engineer,9,PhD,15,Government,Medium,Canada,Yes,4,175339
Frontend Developer,12,Diploma,15,Healthcare,Startup,Netherlands,No,1,102010
Backend Developer,4,PhD,5,Healthcare,Startup,Australia,No,1,104793
Software Engineer,3,Master,16,Retail,Large,Canada,No,1,152542
Cybersecurity Analyst,2,PhD,9,Manufacturing,Small,Sweden,No,2,127821
Machine Learning Engineer,17,Bachelor,15,Manufacturing,Medium,UK,Yes,4,191547
Data Scientist,7,PhD,11,Government,Medium,Singapore,No,5,148103
Product Manager,7,Master,14,Healthcare,Large,UK,No,3,192845
Cybersecurity Analyst,9,Master,14,Telecom,Enterprise,UK,Hybrid,1,199473
Cybersecurity Analyst,6,High School,4,Telecom,Enterprise,UK,Yes,4,155335
Product Manager,7,Master,9,Media,Large,Canada,Yes,3,198962
Cybersecurity Analyst,1,High School,19,Government,Enterprise,Australia,No,0,126509
Data Analyst,18,Bachelor,1,Finance,Large,Germany,Yes,3,156803
Data Analyst,10,High School,17,Government,Small,Germany,Hybrid,2,117447
Product Manager,5,Diploma,1,Telecom,Startup,Remote,Yes,3,118864
Product Manager,0,Bachelor,9,Healthcare,Enterprise,UK,No,1,151567
AI Engineer,7,Bachelor,1,Media,Medium,Singapore,No,1,133746
Software Engineer,4,Diploma,7,Education,Medium,Remote,Yes,3,106158
Cybersecurity Analyst,17,Bachelor,16,Finance,Enterprise,Sweden,Yes,4,191617
Backend Developer,16,Diploma,17,Healthcare,Large,Sweden,No,1,150422
